date,spy_open,spy_high,spy_low,spy_close,spy_volume,spy_adj_close,tlt_open,tlt_high,tlt_low,tlt_volume,tlt_adj_close,vix_close
2002-08-14,89.0199966430664,92.62999725341795,88.0199966430664,92.22000122070312,57423600,59.67090606689453,87.45999908447266,87.9000015258789,86.75,130000,38.58135986328125,32.36000061035156
2002-08-15,92.83999633789062,93.98999786376952,92.1999969482422,93.5,45551500,60.4991455078125,86.37999725341797,86.5,85.8499984741211,87100,38.24349212646485,29.43000030517578
2002-08-16,92.81999969482422,94.08000183105467,92.0,93.22000122070312,36517300,60.317970275878906,86.44000244140625,86.5199966430664,84.81999969482422,85000,37.81669616699219,28.809999465942383
2002-08-19,93.45999908447266,95.75,93.0999984741211,95.4000015258789,33669900,61.728546142578125,85.05000305175781,85.33999633789062,84.70999908447266,47300,37.93228530883789,28.61000061035156
2002-08-20,94.81999969482422,95.4000015258789,93.62000274658205,94.38999938964844,30508300,61.07501220703125,85.62000274658203,86.29000091552734,85.5999984741211,40800,38.35463333129883,29.59000015258789
2002-08-21,95.05999755859376,95.77999877929688,93.56999969482422,95.75,39628900,61.95500564575195,85.68000030517578,86.0999984741211,85.62999725341797,40000,38.1501350402832,28.229999542236328
2002-08-22,95.48999786376952,97.1500015258789,95.06999969482422,96.68000030517578,38399800,62.5567512512207,85.55000305175781,85.55000305175781,85.05999755859375,34400,37.81669616699219,27.75
2002-08-23,96.01000213623048,96.1500015258789,94.1500015258789,94.5999984741211,33716400,61.21088409423828,85.19999694824219,85.94999694824219,85.19999694824219,20100,38.19013595581055,29.31999969482422
2002-08-26,94.91000366210938,95.63999938964844,93.5,95.26000213623048,33830100,61.63794708251953,85.69999694824219,86.20999908447266,85.66999816894531,23900,38.2256965637207,29.88999938964844
2002-08-27,95.6999969482422,96.25,93.5,94.16000366210938,35335700,60.92616271972656,85.4000015258789,85.68000030517578,85.19999694824219,301800,37.98564147949219,30.11000061035156
2002-08-28,93.27999877929688,93.48999786376952,91.8000030517578,92.0999984741211,38970600,59.59330368041992,86.04000091552734,86.18000030517578,85.83999633789062,18100,38.17684173583984,33.31999969482422
2002-08-29,91.2699966430664,93.0500030517578,90.80999755859376,92.13999938964844,42965700,59.61913299560547,86.76000213623047,86.86000061035156,86.3499984741211,135700,38.48355484008789,33.66999816894531
2002-08-30,91.68000030517578,93.38999938964844,91.4000015258789,91.77999877929688,30366700,59.38618850708008,86.75,87.12999725341797,86.44999694824219,78100,38.71473693847656,32.63999938964844
2002-09-03,90.7300033569336,91.0,88.1500015258789,88.27999877929688,76586400,57.12154006958008,87.08000183105469,88.04000091552734,87.0,102100,39.30989837646485,39.970001220703125
2002-09-04,88.61000061035156,90.25,88.05999755859375,89.54000091552734,51099500,57.93682861328125,88.02999877929688,88.30000305175781,87.83999633789062,66300,39.30099868774414,37.439998626708984
2002-09-05,88.48999786376953,89.43000030517578,87.5,88.77999877929688,67250900,57.4450798034668,88.56999969482422,88.6500015258789,87.37999725341797,648400,39.51533126831055,38.86000061035156
2002-09-06,89.75,90.56999969482422,89.33999633789062,90.0,38622200,58.23446273803711,87.97000122070312,88.19000244140625,87.19999694824219,140000,39.05094528198242,36.33000183105469
2002-09-09,89.0999984741211,91.3499984741211,88.80000305175781,90.66000366210938,33998400,58.66154098510742,87.5,87.83000183105469,87.26000213623047,83800,38.9929084777832,36.45000076293945
2002-09-10,91.13999938964844,91.77999877929688,90.55999755859376,91.6999969482422,41416600,59.3344612121582,87.16999816894531,88.0,87.0,336000,39.18047332763672,35.08000183105469
2002-09-11,92.47000122070312,93.33000183105467,91.0999984741211,91.12999725341795,27711200,58.96561813354492,87.0,87.30000305175781,86.75,177700,38.97505187988281,34.810001373291016
2002-09-12,90.75,90.83999633789062,88.98999786376953,89.44999694824219,43601700,57.87859725952149,87.4800033569336,88.13999938964844,87.47000122070312,43400,39.2786865234375,37.5
2002-09-13,88.69000244140625,89.9000015258789,88.25,89.66999816894531,41131000,58.02091979980469,88.33000183105469,88.94000244140625,88.18000030517578,155100,39.64033508300781,35.81999969482422
2002-09-16,89.30999755859375,89.88999938964844,88.45999908447266,89.88999938964844,28167600,58.16328811645508,89.19999694824219,89.22000122070312,88.9000015258789,73000,39.70733642578125,36.7400016784668
2002-09-17,90.88999938964844,91.19000244140624,87.75,87.83000183105469,47609700,56.83035659790039,88.63999938964844,89.31999969482422,88.36000061035156,75400,39.78326416015625,38.0099983215332
2002-09-18,87.01000213623047,88.5,86.27999877929688,86.94999694824219,54719400,56.260963439941406,89.16000366210938,89.55999755859375,89.0199966430664,196600,39.79216003417969,37.52000045776367
2002-09-19,85.98999786376953,86.80000305175781,84.69999694824219,84.69999694824219,48510500,54.80510330200195,89.69999694824219,89.7699966430664,89.26000213623047,109900,40.0600471496582,40.650001525878906
2002-09-20,84.91999816894531,85.19999694824219,84.05000305175781,84.3499984741211,46325600,54.82332611083984,89.44999694824219,89.5199966430664,89.05999755859375,113500,39.872528076171875,38.97999954223633
2002-09-23,83.6500015258789,84.05999755859375,82.69000244140625,83.66000366210938,46893800,54.374855041503906,90.0,90.23999786376952,89.7699966430664,163200,40.2297248840332,39.68000030517578
2002-09-24,82.44000244140625,83.6500015258789,81.8499984741211,82.30999755859375,69507000,53.49740982055664,90.3000030517578,90.94000244140624,90.20999908447266,251900,40.48868179321289,40.52000045776367
2002-09-25,83.37000274658203,84.7699966430664,82.04000091552734,84.3499984741211,59294400,54.82332611083984,90.0999984741211,90.36000061035156,89.26000213623047,127200,39.99757766723633,37.33000183105469
2002-09-26,85.0199966430664,85.97000122070312,84.44999694824219,85.7300033569336,53638000,55.72024917602539,89.05000305175781,89.52999877929688,88.61000061035156,429000,39.903785705566406,34.599998474121094
2002-09-27,85.0,85.62999725341797,82.75,82.75,64648300,53.78339385986328,89.52999877929688,90.04000091552734,89.4800033569336,298200,40.20294189453125,36.970001220703125
2002-09-30,82.0,82.80000305175781,80.9000015258789,81.79000091552734,73096400,53.159446716308594,90.66000366210938,90.9000015258789,90.08000183105467,297800,40.3636589050293,39.689998626708984
2002-10-01,82.43000030517578,85.7699966430664,81.47000122070312,85.72000122070312,67198100,55.71373748779297,89.16000366210938,89.30000305175781,88.80000305175781,257500,39.863014221191406,34.119998931884766
2002-10-02,84.69000244140625,85.52999877929688,82.5999984741211,83.1500015258789,56749100,54.04336166381836,89.23999786376953,89.4800033569336,88.83999633789062,91000,40.09165573120117,36.83000183105469
2002-10-03,83.13999938964844,84.5999984741211,81.94999694824219,82.30999755859375,55547000,53.49740982055664,89.30000305175781,89.51000213623047,88.80000305175781,29900,39.99302673339844,37.310001373291016
2002-10-04,82.80000305175781,82.91999816894531,79.58000183105469,80.80000305175781,68483700,52.5159797668457,88.4000015258789,89.72000122070312,88.4000015258789,131000,40.1185188293457,39.459999084472656
2002-10-07,80.05999755859375,81.19999694824219,78.55000305175781,79.12999725341797,53188000,51.430564880371094,89.9000015258789,89.95999908447266,89.45999908447266,433800,40.18574142456055,42.63999938964844
2002-10-08,79.80999755859375,81.30999755859375,78.19999694824219,80.37000274658203,79531000,52.23651885986328,89.5,90.5199966430664,89.36000061035156,530900,40.199180603027344,41.02000045776367
2002-10-09,79.08999633789062,79.69999694824219,77.77999877929688,78.0999984741211,79956400,50.7611083984375,90.3000030517578,90.37999725341795,89.94999694824219,402900,40.405372619628906,42.130001068115234
2002-10-10,77.94000244140625,81.06999969482422,77.06999969482422,80.62999725341797,76749000,52.40549087524414,90.16999816894533,90.16999816894533,89.27999877929688,97100,40.087135314941406,37.54999923706055
2002-10-11,82.0999984741211,84.7300033569336,81.81999969482422,84.16000366210938,82308300,54.69984436035156,89.0999984741211,89.22000122070312,88.05999755859375,421800,39.6120719909668,35.70000076293945
2002-10-14,83.19999694824219,84.8499984741211,83.04000091552734,84.62999725341797,40631900,55.00531005859375,88.5,88.55000305175781,88.06999969482422,18300,39.55375671386719,36.040000915527344
2002-10-15,86.98999786376953,88.72000122070312,86.8499984741211,88.69999694824219,82320300,57.650577545166016,87.0,87.30000305175781,86.1500015258789,297100,38.617034912109375,34.02000045776367
2002-10-16,87.41000366210938,87.80000305175781,85.91999816894531,86.55000305175781,62977800,56.25320816040039,86.5999984741211,86.5999984741211,85.88999938964844,125200,38.634986877441406,36.0
2002-10-17,88.87000274658203,89.30000305175781,87.8499984741211,88.2699966430664,68534100,57.37109375,85.13999938964844,85.55999755859375,85.06999969482422,233400,38.16435623168945,34.099998474121094
2002-10-18,87.6500015258789,89.11000061035156,86.93000030517578,88.63999938964844,47448700,57.611602783203125,85.0199966430664,85.38999938964844,84.27999877929688,459100,38.26295471191406,33.529998779296875
2002-10-21,88.12000274658203,90.5,87.56999969482422,90.16999816894533,45859100,58.606014251708984,85.5,85.5999984741211,84.5,134900,37.89094924926758,33.11000061035156
2002-10-22,89.05000305175781,90.01000213623047,88.5199966430664,89.5199966430664,40966800,58.183536529541016,84.8499984741211,84.8499984741211,84.22000122070312,205000,37.783390045166016,34.09000015258789
2002-10-23,88.7699966430664,90.2699966430664,87.68000030517578,90.1999969482422,54905800,58.62552261352539,84.75,85.19999694824219,84.18000030517578,127800,37.796836853027344,33.20000076293945
2002-10-24,90.75,90.9000015258789,88.0999984741211,88.36000061035156,54987400,57.42961883544922,84.16000366210938,85.25,84.08000183105469,339600,38.12847900390625,34.029998779296875
2002-10-25,88.20999908447266,90.38999938964844,87.94000244140625,90.1999969482422,43672100,58.62552261352539,85.3499984741211,85.55999755859375,85.1500015258789,146100,38.26741790771485,30.0
2002-10-28,91.1500015258789,91.29000091552734,88.8499984741211,89.61000061035156,39416100,58.24202728271485,85.55999755859375,85.63999938964844,85.19999694824219,97800,38.21365737915039,31.06999969482422
2002-10-29,89.08000183105469,89.48999786376953,87.0,88.56999969482422,59508200,57.56608581542969,85.81999969482422,86.88999938964844,85.7699966430664,125000,38.71116256713867,32.27000045776367
2002-10-30,88.68000030517578,89.95999908447266,88.2300033569336,89.43000030517578,41688600,58.125003814697266,86.37000274658203,86.68000030517578,86.06999969482422,31900,38.69773864746094,31.229999542236328
2002-10-31,89.66000366210938,90.3000030517578,88.19000244140625,88.5199966430664,41620600,57.53360366821289,86.05000305175781,86.86000061035156,86.0199966430664,512700,38.87253189086914,31.13999938964844
2002-11-01,88.3499984741211,90.81999969482422,88.05000305175781,90.2699966430664,51878900,58.67101287841797,86.30000305175781,86.93000030517578,85.25,125100,38.709991455078125,29.299999237060547
2002-11-04,91.8000030517578,92.94000244140624,90.9000015258789,91.12999725341795,49080600,59.2299690246582,85.4800033569336,85.75,85.25,342500,38.53888702392578,30.81999969482422
2002-11-05,90.83999633789062,92.06999969482422,90.83999633789062,91.8499984741211,37270800,59.69792556762695,85.5999984741211,85.5999984741211,85.08999633789062,73800,38.39033508300781,31.229999542236328
2002-11-06,92.4800033569336,93.06999969482422,90.79000091552734,93.04000091552734,65013100,60.47137069702149,85.05000305175781,86.12999725341797,84.91000366210938,118500,38.54337310791016,30.729999542236328
2002-11-07,92.0199966430664,92.22000122070312,90.22000122070312,90.76000213623048,51572000,58.989501953125,87.05000305175781,87.7300033569336,86.8499984741211,147900,39.49788284301758,31.420000076293945
2002-11-08,90.52999877929688,91.56999969482422,89.5199966430664,89.6500015258789,37905400,58.26803207397461,88.4000015258789,88.6500015258789,87.94999694824219,294700,39.81749725341797,29.40999984741211
2002-11-11,89.51000213623047,89.55999755859375,87.80000305175781,88.26000213623047,33505100,57.3646125793457,88.55000305175781,88.91999816894531,88.4000015258789,70000,40.033634185791016,31.299999237060547
2002-11-12,88.66000366210938,89.93000030517578,88.37000274658203,88.95999908447266,37724500,57.81957244873047,89.1500015258789,89.1500015258789,88.37000274658203,494300,39.80398941040039,30.579999923706055
2002-11-13,88.31999969482422,89.73999786376953,87.44999694824219,89.05000305175781,63891500,57.878055572509766,88.44999694824219,88.69000244140625,87.95999908447266,104700,39.88956069946289,31.239999771118164
2002-11-14,90.06999969482422,91.0,89.75,90.7300033569336,31896800,58.96998977661133,87.6500015258789,87.6500015258789,86.76000213623047,118000,39.06114959716797,28.670000076293945
2002-11-15,90.0,91.5500030517578,89.94999694824219,91.4000015258789,39152100,59.405460357666016,86.54000091552734,87.2300033569336,86.26000213623047,110700,39.2187614440918,26.649999618530273
2002-11-18,92.1500015258789,92.1500015258789,90.3499984741211,90.4800033569336,28934800,58.80748748779297,87.0199966430664,87.62999725341797,86.95999908447266,32200,39.394325256347656,27.65999984741211
2002-11-19,90.0199966430664,91.0999984741211,89.76000213623047,90.36000061035156,32806600,58.72949981689453,87.94999694824219,88.2300033569336,87.51000213623047,51800,39.53841018676758,27.40999984741211
2002-11-20,89.9800033569336,92.41999816894533,89.94999694824219,92.37000274658205,36688400,60.035911560058594,88.19999694824219,88.22000122070312,86.80999755859375,307400,39.15119171142578,25.31999969482422
2002-11-21,92.5999984741211,94.19000244140624,92.43000030517578,94.08999633789062,55128200,61.15382385253906,86.5,86.5,85.86000061035156,323200,38.77299118041992,23.809999465942383
2002-11-22,93.4800033569336,94.2699966430664,93.2699966430664,93.41999816894533,32513800,60.718360900878906,86.33000183105469,86.38999938964844,85.87999725341797,184800,38.737003326416016,23.15999984741211
2002-11-25,93.43000030517578,94.26000213623048,92.7699966430664,93.4800033569336,33846400,60.75738906860352,86.0,86.37999725341797,85.80000305175781,288200,38.66495513916016,24.06999969482422
2002-11-26,93.06999969482422,93.4499969482422,91.62000274658205,91.6999969482422,42284700,59.60042572021485,86.19999694824219,87.0199966430664,86.1500015258789,377800,39.15119171142578,25.969999313354492
2002-11-27,92.5199966430664,94.6500015258789,92.43000030517578,94.27999877929688,37764000,61.27729415893555,86.25,86.33000183105469,84.95999908447266,325600,38.2687873840332,27.25
2002-11-29,94.8000030517578,94.9499969482422,93.7699966430664,93.9800033569336,19385700,61.08230972290039,85.16000366210938,85.62999725341797,85.13999938964844,31700,38.51639938354492,27.5
2002-12-02,95.47000122070312,96.0500030517578,93.22000122070312,94.12999725341795,49911900,61.17983627319336,84.36000061035156,85.4000015258789,84.1500015258789,284900,38.55211639404297,27.459999084472656
2002-12-03,93.25,93.4000015258789,92.3499984741211,92.87000274658205,34407700,60.36088943481445,85.69999694824219,85.69999694824219,85.12000274658203,113800,38.60639572143555,28.329999923706055
2002-12-04,91.7699966430664,93.13999938964844,91.43000030517578,92.4499969482422,64040800,60.08789825439453,85.9000015258789,86.0,85.55000305175781,129000,38.80539321899414,28.920000076293945
2002-12-05,92.7300033569336,92.8000030517578,91.0999984741211,91.43000030517578,36724900,59.4249267578125,85.27999877929688,86.27999877929688,85.26000213623047,206400,38.904911041259766,30.100000381469727
2002-12-06,90.12000274658205,92.16999816894533,89.9800033569336,92.02999877929688,49824100,59.81491470336914,87.0,87.08999633789062,85.76000213623047,440500,38.972747802734375,28.8799991607666
2002-12-09,91.06999969482422,91.45999908447266,89.4800033569336,89.5,36789600,58.170536041259766,86.19999694824219,86.8499984741211,86.16999816894531,400300,39.18983459472656,30.780000686645508
2002-12-10,90.0199966430664,91.0999984741211,89.76000213623047,90.6999969482422,33319900,58.95047378540039,86.61000061035156,86.93000030517578,86.5,151600,39.293853759765625,28.760000228881836
2002-12-11,90.41999816894533,91.62000274658205,90.16000366210938,90.77999877929688,39201000,59.002479553222656,87.1500015258789,87.6500015258789,86.95999908447266,163800,39.556156158447266,27.760000228881836
2002-12-12,91.1999969482422,91.48999786376952,90.1999969482422,90.7699966430664,34465600,58.99596405029297,87.05999755859375,87.5999984741211,87.05999755859375,135800,39.519981384277344,27.290000915527344
2002-12-13,89.91000366210938,90.4800033569336,89.2699966430664,89.33999633789062,36862200,58.06654739379883,87.13999938964844,87.16000366210938,86.52999877929688,425800,39.13552474975586,28.18000030517578
2002-12-16,89.81999969482422,91.79000091552734,89.66000366210938,91.6500015258789,37098400,59.56793594360352,86.9000015258789,86.9000015258789,85.83999633789062,115700,38.84157943725586,26.239999771118164
2002-12-17,91.37000274658205,91.73999786376952,90.73999786376952,90.8499984741211,32353900,59.04799270629883,86.30000305175781,86.3499984741211,85.68000030517578,290600,38.84157943725586,26.65999984741211
2002-12-18,90.31999969482422,90.4000015258789,89.33000183105469,89.80000305175781,35612600,58.36549758911133,86.4800033569336,86.69000244140625,86.25,191000,39.144622802734375,28.290000915527344
2002-12-19,89.3499984741211,90.6999969482422,88.5999984741211,89.16000366210938,39264200,57.949581146240234,86.80000305175781,87.48999786376953,86.6500015258789,134400,39.49283981323242,30.209999084472656
2002-12-20,89.19999694824219,90.0199966430664,89.0999984741211,89.98999786376953,31176900,58.77643203735352,87.2300033569336,87.55999755859375,87.1500015258789,41900,39.519981384277344,26.709999084472656
2002-12-23,89.58999633789062,90.47000122070312,89.30999755859375,90.0199966430664,22599300,58.79605865478515,87.36000061035156,87.4000015258789,86.25,74200,39.52903747558594,26.200000762939453
2002-12-24,89.58999633789062,89.86000061035156,89.25,89.3499984741211,10937000,58.35844039916992,88.0,88.08000183105469,87.83999633789062,46600,39.75064849853515,26.489999771118164
2002-12-26,89.69999694824219,90.61000061035156,88.83999633789062,89.38999938964844,17485600,58.38455581665039,87.9000015258789,88.05999755859375,87.7300033569336,13500,39.827518463134766,27.3700008392334
2002-12-27,88.95999908447266,89.29000091552734,87.37999725341797,87.37999725341797,22205700,57.07174301147461,88.55000305175781,89.02999877929688,88.27999877929688,140200,40.26625442504883,29.549999237060547
2002-12-30,87.79000091552734,88.47000122070312,87.22000122070312,88.11000061035156,29968000,57.54850769042969,88.9000015258789,89.23999786376953,88.62999725341797,274900,40.36123275756836,29.6200008392334
2002-12-31,87.98999786376953,88.43000030517578,87.11000061035156,88.2300033569336,34036600,57.62693405151367,88.94999694824219,89.33000183105469,88.31999969482422,109400,40.25941467285156,28.6200008392334
2003-01-02,88.8499984741211,91.3000030517578,88.54000091552734,91.06999969482422,44516300,59.48186874389648,87.69999694824219,87.9000015258789,86.20999908447266,192100,39.218467712402344,25.38999938964844
2003-01-03,90.91000366210938,91.37999725341795,90.5,91.3499984741211,32222600,59.66472625732422,86.1500015258789,86.54000091552734,85.83000183105469,311200,39.30939483642578,24.68000030517578
2003-01-06,91.23999786376952,93.48999786376952,91.16999816894533,92.95999908447266,40984500,60.71626281738281,86.16999816894531,86.29000091552734,85.80999755859375,35600,39.20486068725586,24.90999984741211
2003-01-07,92.9000015258789,93.37000274658205,92.1999969482422,92.7300033569336,38640400,60.56608963012695,86.19000244140625,86.75,86.16999816894531,69800,39.34577941894531,25.1299991607666
2003-01-08,92.1999969482422,92.4000015258789,91.0500030517578,91.38999938964844,38702200,59.69086837768555,86.87999725341797,87.13999938964844,86.77999877929688,160100,39.54121017456055,25.530000686645508
2003-01-09,91.81999969482422,93.18000030517578,91.41000366210938,92.80999755859376,34804900,60.61832809448242,86.16999816894531,86.16999816894531,85.0199966430664,237500,38.7821159362793,24.25
2003-01-10,91.9499969482422,93.63999938964844,91.8000030517578,93.05999755859376,37768900,60.781585693359375,85.91999816894531,85.91999816894531,85.12000274658203,145200,38.882110595703125,24.31999969482422
2003-01-13,93.54000091552734,93.86000061035156,92.44000244140624,93.02999877929688,31649900,60.76202392578125,85.54000091552734,85.87000274658203,85.4000015258789,53300,38.94577407836914,24.899999618530273
2003-01-14,92.69000244140624,93.83000183105467,92.41000366210938,93.33000183105467,30733000,60.95796585083008,86.0,86.27999877929688,85.95999908447266,98900,39.08211135864258,24.56999969482422
2003-01-15,93.54000091552734,93.56999969482422,91.91000366210938,92.4000015258789,33511800,60.35053634643555,86.27999877929688,86.69999694824219,86.19999694824219,129600,39.273067474365234,25.510000228881836
2003-01-16,92.5,92.93000030517578,91.4499969482422,92.0199966430664,44812100,60.102325439453125,86.37999725341797,86.5999984741211,85.62000274658203,57900,39.32754898071289,25.010000228881836
2003-01-17,90.98999786376952,92.3000030517578,90.1500015258789,90.66000366210938,35618300,59.21406555175781,87.0999984741211,87.23999786376953,86.93000030517578,97700,39.523048400878906,25.700000762939453
2003-01-21,90.87000274658205,90.91999816894533,88.94999694824219,89.25,36826200,58.2930908203125,86.87999725341797,87.44999694824219,86.80000305175781,107500,39.750335693359375,27.59000015258789
2003-01-22,88.7699966430664,89.80000305175781,88.0,88.16999816894531,42286500,57.587738037109375,87.68000030517578,87.9000015258789,87.5199966430664,107100,39.94575881958008,29.010000228881836
2003-01-23,88.75,89.37999725341797,87.94999694824219,88.70999908447266,55919800,57.9404182434082,87.31999969482422,87.69999694824219,87.30000305175781,110700,39.750335693359375,27.530000686645508
2003-01-24,88.58999633789062,88.68000030517578,86.16999816894531,86.37999725341797,68633900,56.41860580444336,87.73999786376953,88.44000244140625,87.73999786376953,285300,39.986663818359375,31.510000228881836
2003-01-27,85.7300033569336,86.80000305175781,84.5,85.19999694824219,57884400,55.64788436889648,87.9000015258789,88.04000091552734,87.5,150500,39.84121322631836,34.689998626708984
2003-01-28,85.62999725341797,86.4000015258789,85.12999725341797,85.83000183105469,46929100,56.059356689453125,87.6500015258789,87.77999877929688,87.0999984741211,454700,39.84121322631836,31.93000030517578
2003-01-29,85.41999816894531,87.18000030517578,84.7699966430664,86.4800033569336,53712200,56.48393249511719,87.83000183105469,87.87999725341797,86.9800033569336,221400,39.623069763183594,31.260000228881836
2003-01-30,86.79000091552734,86.87999725341797,84.4000015258789,84.43000030517578,49845900,55.14495468139648,87.19999694824219,87.9000015258789,87.0999984741211,108600,39.918495178222656,31.31999969482422
2003-01-31,84.1500015258789,86.20999908447266,84.1500015258789,86.05999755859375,55317000,56.20957565307617,87.9000015258789,88.20999908447266,87.54000091552734,182300,40.027591705322266,31.170000076293945
2003-02-03,86.13999938964844,86.80999755859375,85.91999816894531,86.2300033569336,39696000,56.32062911987305,87.66999816894531,87.91000366210938,87.30999755859375,55200,40.085968017578125,31.020000457763672
2003-02-04,85.30999755859375,85.75,84.30000305175781,85.37999725341797,43633400,55.76546478271485,88.37000274658203,88.4000015258789,88.11000061035156,56900,40.263877868652344,32.7599983215332
2003-02-05,85.75,86.54000091552734,84.4800033569336,84.8499984741211,55270600,55.41928482055664,88.2300033569336,88.69999694824219,87.43000030517578,223300,39.91722869873047,33.040000915527344
2003-02-06,84.37000274658203,84.88999938964844,83.6500015258789,84.44999694824219,53638000,55.15800857543945,87.83999633789062,88.26000213623047,87.79000091552734,120900,40.24108123779297,33.349998474121094
2003-02-07,84.91000366210938,84.98999786376953,82.97000122070312,83.41999816894531,43165000,54.48526382446289,87.7699966430664,88.5199966430664,87.62999725341797,247200,40.33229446411133,34.0099983215332
2003-02-10,83.45999908447266,84.12999725341797,82.6500015258789,84.01000213623047,45455900,54.87064743041992,88.12000274658203,88.4000015258789,87.69000244140625,76600,40.049468994140625,33.9900016784668
2003-02-11,84.37000274658203,84.87999725341797,82.83000183105469,83.43000030517578,46861000,54.491817474365234,87.5999984741211,87.91000366210938,87.43000030517578,259100,40.04035949707031,33.68000030517578
2003-02-12,83.16000366210938,83.62000274658203,82.08999633789062,82.0999984741211,35873600,53.62315368652344,87.80000305175781,88.12999725341797,87.66999816894531,121300,40.18174743652344,34.33000183105469
2003-02-13,82.1500015258789,82.66000366210938,81.0,82.3499984741211,57934100,53.78645324707031,88.2699966430664,89.18000030517578,88.16999816894531,440200,40.40071487426758,33.70000076293945
2003-02-14,82.37000274658203,84.19999694824219,81.81999969482422,84.1500015258789,59580900,54.96209335327149,88.30000305175781,88.37000274658203,87.61000061035156,829700,40.054046630859375,32.619998931884766
2003-02-18,84.52999877929688,85.80000305175781,84.38999938964844,85.62999725341797,39492700,55.92876052856445,87.55999755859375,87.9800033569336,87.33999633789062,213200,40.104209899902344,31.11000061035156
2003-02-19,85.31999969482422,85.47000122070312,84.27999877929688,85.18000030517578,31432000,55.63483047485352,88.38999938964844,88.69999694824219,88.25,62100,40.377906799316406,31.309999465942383
2003-02-20,85.20999908447266,85.41999816894531,84.05000305175781,84.33000183105469,29280100,55.07964324951172,88.33999633789062,88.9000015258789,88.33999633789062,486700,40.514747619628906,31.15999984741211
2003-02-21,84.37999725341797,85.73999786376953,83.45999908447266,85.18000030517578,60955800,55.63483047485352,88.55999755859375,88.72000122070312,88.20999908447266,250400,40.27756881713867,30.25
2003-02-24,84.93000030517578,85.0,83.58999633789062,83.80000305175781,30628600,54.73349380493164,88.87999725341797,88.9000015258789,88.62000274658203,168200,40.4691276550293,31.979999542236328
2003-02-25,82.94999694824219,84.48999786376953,82.22000122070312,84.47000122070312,56770600,55.17109680175781,89.4000015258789,89.6500015258789,89.0,358500,40.65616607666016,31.739999771118164
2003-02-26,84.0199966430664,84.52999877929688,83.08000183105469,83.23999786376953,37787200,54.36774444580078,89.37999725341797,89.75,89.1500015258789,334000,40.9389762878418,31.940000534057617
2003-02-27,83.69999694824219,84.75,83.16000366210938,84.33999633789062,51126000,55.086177825927734,89.45999908447266,89.98999786376953,89.30999755859375,695700,41.00738906860352,30.530000686645508
2003-02-28,84.47000122070312,85.2300033569336,84.16000366210938,84.9000015258789,43666800,55.45195007324219,89.68000030517578,90.54000091552734,89.58000183105469,213100,41.26741409301758,29.6299991607666
2003-03-03,85.26000213623047,85.77999877929688,83.72000122070312,84.08999633789062,42923100,54.92290115356445,90.0,90.4499969482422,89.91000366210938,204100,41.317752838134766,30.43000030517578
2003-03-04,83.94999694824219,84.01000213623047,82.6500015258789,82.75,31440500,54.04769515991211,90.12999725341795,90.4499969482422,90.0199966430664,83100,41.34524154663086,31.829999923706055
2003-03-05,82.61000061035156,83.54000091552734,82.36000061035156,83.44999694824219,43974700,54.504859924316406,90.62000274658205,90.62999725341795,90.04000091552734,126000,41.48255920410156,30.3799991607666
