date,strategy,spy_calibrated_rf_pred,tlt_calibrated_rf_pred,spy_rf_uncertainty,tlt_rf_uncertainty,spy_unc_scaled,tlt_unc_scaled,spy_price_ma5_gap,spy_price_ma20_gap,spy_ret_lag1,spy_ret_lag5,w_spy,w_tlt,w_cash,turnover,transaction_cost,gross_return,net_return,portfolio_value,drawdown
2024-05-06,Dynamic Strategy,0.0671359828789236,0.0983850509570236,0.0209978331215102,0.0257902526945303,0.5,0.5,0.0,0.0,0.0,0.0,0.6599999999999999,0.3256919528588549,0.01430804714114509,0.07430804714114508,7.430804714114508e-05,0.0027079633374252335,0.0026336552902840884,1.0026336552902841,0.0
2024-05-07,Dynamic Strategy,0.0667415314669915,0.1118889584649149,0.0186665702049219,0.0256324250226125,0.5,0.5,0.0,0.0,0.0,0.0,0.7080000000000001,0.26595356228708394,0.026046437712916072,0.059738390571771036,5.9738390571771034e-05,-0.0015483719408254447,-0.0016081103313972157,1.0010213097506053,-0.0016081103313971834
2024-05-08,Dynamic Strategy,0.0667415314669915,0.0940304185690355,0.0152526626969867,0.012107491832904,0.5,0.5,0.0,0.0,0.0,0.0,0.7464000000000001,0.2190149957218565,0.03458500427814351,0.046938566565227435,4.6938566565227436e-05,0.005354239364509187,0.005307300797943959,1.0063340309466038,0.0
2024-05-09,Dynamic Strategy,0.0667415314669915,0.0960112574667246,0.0166215512390588,0.0117090004219614,0.5,0.5,0.0,0.0,0.0,0.0,0.77712,0.18117031785018975,0.041709682149810266,0.037844677871666746,3.784467787166675e-05,-2.2070877347146658e-05,-5.991555521881341e-05,1.006273735884404,-5.9915555218781336e-05
2024-05-10,Dynamic Strategy,0.0667415314669915,0.0940304185690355,0.0171526718832156,0.0083369744636803,0.8548413423289376,0.324053914190371,0.0,0.0,0.0,0.0,0.7865898425683399,0.15631233386796217,0.057097823563698046,0.02485798398222759,2.4857983982227593e-05,0.0005040201422137692,0.0004791621582315416,1.0067559041794623,0.0
2024-05-13,Dynamic Strategy,0.0667415314669915,0.0960112574667246,0.0162803918437064,0.0098598218281101,0.8209069330866375,0.3834814624919125,0.0,0.0,0.0,0.0,0.798887932689445,0.1343203766660998,0.0667916906444552,0.021991957201862342,2.1991957201862342e-05,0.004413294097336713,0.0043913021401348505,1.011176873536079,0.0
2024-05-14,Dynamic Strategy,0.0667415314669915,0.0960112574667246,0.0161757828445788,0.0070435573177327,0.8253339781556017,0.2741157767780586,0.0,0.0,0.0,0.0,0.804458822024491,0.11826295003897128,0.0772782279365377,0.016057426627128522,1.605742662712852e-05,0.011503328071217197,0.011487270644590068,1.0227925359519385,0.0
2024-05-15,Dynamic Strategy,0.0706153575047338,0.1211479312183345,0.0193808118167522,0.0270362769385427,0.9755809730844627,1.03333645358879,0.0,0.0,0.0,0.0,0.8235670576195928,0.10001036003117703,0.07642258234923016,0.01910823559510178,1.910823559510178e-05,-0.001793950181464301,-0.0018130584170594026,1.0209381533357254,-0.0018130584170593655
2024-05-16,Dynamic Strategy,0.0667415314669915,0.1027763859205548,0.0166960047579285,0.0247111876931203,0.8473315909695478,0.9489901105657796,0.0,0.0,0.0,0.0,0.8388536460956743,0.08540828802494162,0.07573806587938413,0.015286588476081442,1.5286588476081442e-05,0.0006276418906603122,0.0006123553021842307,1.0215633302271225,-0.0012018133508101547
2024-05-17,Dynamic Strategy,0.0667415314669915,0.0960112574667246,0.0213454625990423,0.0117507196901495,1.0148753168058082,0.45343566985891676,0.0,0.0,0.0,0.0,0.8346098935485086,0.07929741806880782,0.08609268838268361,0.010354622503299486,1.0354622503299487e-05,0.0007264380754882339,0.0007160834529849343,1.0222948548240742,-0.0004865904964794776
2024-05-20,Dynamic Strategy,0.0667415314669915,0.0940304185690355,0.0202820502996087,0.0130959234725392,0.9659115863165778,0.5077857757988015,0.0,0.0,0.0,0.0,0.8346098935485086,0.07929741806880782,0.08609268838268361,0.0,0.0,0.0024522450434122005,0.0024522450434122005,1.0248017723147222,0.0
2024-05-21,Dynamic Strategy,0.0667415314669915,0.0940304185690355,0.0217706013211673,0.0148892193148544,1.0215807869944988,0.5776731531949634,0.0,0.0,0.0,0.0,0.8346098935485086,0.07929741806880782,0.08609268838268361,0.0,0.0,-0.0023113573348101167,-0.0023113573348101167,1.0224330892215563,-0.002311357334810027
2024-05-22,Dynamic Strategy,0.0684400731087864,0.0960112574667246,0.0264441771062439,0.0107078577947945,1.2194363691908605,0.4156988952201514,0.0,0.0,0.0,0.0,0.8204960872681888,0.07859245496466621,0.100911457767145,0.014818769384461382,1.4818769384461382e-05,-0.006522404167702062,-0.0065372229370865235,1.0157492161790609,-0.00883347041371163
2024-05-23,Dynamic Strategy,0.0806324950681084,0.0983850509570236,0.0225478594081298,0.0080805264003388,1.0104495070230628,0.31389334618164494,0.0,0.0,0.0,0.0,0.8074479911116752,0.08352952155391752,0.10902248733440728,0.013048096156513589,1.304809615651359e-05,0.005571929629510726,0.005558881533354213,1.0213956457393978,-0.003323693095915514
2024-05-24,Dynamic Strategy,0.0671359828789236,0.0940304185690355,0.0234867487280514,0.008248403426192,1.016249949882176,0.3206112034675514,0.0,0.0,0.0,0.0,0.8074479911116752,0.08352952155391752,0.10902248733440728,0.0,0.0,-0.0006420220439407703,-0.0006420220439407703,1.020739887219248,-0.003963581255621462
